team,games,wins,losses,super_elo,mov_elo,off_efg_elo,off_tov_elo,off_orb_elo,off_ftr_elo,def_efg_elo,def_tov_elo,def_orb_elo,def_ftr_elo,rank
George Washington,33,20,13,1530.480217791851,1530.48021779185,1494.1506107164982,1425.1330506064153,1545.567425871705,1641.707205689639,1528.332797975278,1596.7557234365217,1387.739435081594,1632.2881207427433,134
New Mexico St.,29,14,15,1530.1140353367173,1530.1140353367164,1398.2064328529498,1581.6086094715338,1594.1478847497217,1501.8238126352987,1642.6772242595853,1384.6027351250125,1536.426963563584,1409.2939006991814,135
Milwaukee,30,19,11,1528.8011663214736,1528.8011663214727,1460.4853800034632,1427.466620000884,1753.8020986117488,1581.0378717951305,1464.1818474767383,1559.2526994255718,1589.328024259277,1509.2483165746933,136
Furman,32,22,10,1526.1425048321562,1526.1425048321553,1571.8253696427228,1499.6060767754386,1508.347291951646,1496.156434236406,1542.4415812746122,1442.0586761631566,1478.9073215951125,1535.507985012356,137
Robert Morris,34,25,9,1525.3594622416026,1525.3594622416017,1459.7621302860314,1445.2370571226186,1618.3101947192536,1580.3298084109967,1480.6472272247972,1574.8858430157875,1523.2849228884027,1521.376906025196,138
Murray St.,32,15,17,1525.0843844827782,1525.0843844827773,1482.0961269431145,1490.0413384558892,1512.5692883109,1636.8472643115529,1524.5576342061856,1501.2182281421337,1553.757105321399,1478.4866754470343,139
Kennesaw St.,30,16,14,1523.802447539938,1523.802447539937,1503.5825097252452,1375.455439586088,1596.061205742113,1617.7497739386909,1578.6779851232334,1407.7398549770655,1575.4081342411225,1318.1471140420372,140
Virginia Tech,32,13,19,1521.5205912667084,1521.5205912667075,1529.4078373572675,1376.6513667975926,1558.0657006338033,1491.6210213554145,1492.5559867364761,1473.6205346070153,1552.3085366629102,1554.833741966272,141
Tulane,32,17,15,1518.9687850342366,1518.9687850342357,1511.4932733124288,1553.9272725727058,1389.1500302569223,1542.4059213419969,1524.8083204925852,1520.198664563869,1453.895984991353,1547.4856431032208,142
UC Santa Barbara,32,19,13,1518.7115739144417,1518.7115739144408,1594.340836373929,1455.9735713217983,1439.7541754640472,1412.699008436087,1536.7972753736976,1418.7928706882744,1503.5917894445026,1533.146631550268,143
Seattle,30,12,18,1518.2777581572034,1518.2777581572025,1388.3285458966716,1555.0877334241802,1516.0812429160592,1634.8335596795678,1479.6344566408402,1634.4581978995361,1591.9451458355938,1458.8480877859686,144
Duquesne,31,12,19,1516.159035638927,1516.159035638926,1488.60963990784,1437.9775637728185,1606.7584542331147,1490.4536178465553,1508.3252049951313,1626.6576403370452,1468.6512778696742,1387.9328756731618,145
UNC Greensboro,29,17,12,1511.644152937948,1511.6441529379472,1472.0700915152604,1555.2969830370362,1521.344254060744,1431.2544489246618,1595.4587994723756,1445.7544782493496,1496.9882807139263,1478.0171619901355,146
Rhode Island,30,17,13,1511.4456943729572,1511.4456943729563,1567.2601498243384,1450.0388831073824,1429.3624421982188,1664.6551821325488,1522.3696466216265,1430.0088430800008,1526.478618969061,1552.6256914271612,147
Purdue Fort Wayne,30,17,13,1510.5952093819042,1510.5952093819033,1578.4928836984993,1676.0310121583616,1265.7013225794376,1419.2365360514734,1394.8124155419114,1623.7340266766448,1444.2040857925833,1565.3595083790783,148
Davidson,32,16,16,1510.5747648629786,1510.5747648629776,1559.3819916384718,1609.0766604881878,1366.5853489302465,1447.4963243641075,1455.5301964311045,1398.5223815224977,1565.0770673112033,1623.951222576042,149
East Tennessee St.,30,17,13,1509.7321359681423,1509.7321359681414,1456.1675665257949,1508.2059438663816,1653.0277573899282,1495.898120298836,1494.9431955841794,1561.879824558312,1487.4758660900839,1447.9911446637425,150
Texas A&M Corpus Chris,30,16,14,1509.5304192420997,1509.5304192420988,1543.353095919036,1520.476629463751,1537.4404400835838,1528.3651445078208,1491.0581153135033,1546.3604459307146,1506.248981366629,1345.3414424603536,151
Loyola Marymount,31,16,15,1507.117613182584,1507.117613182583,1494.5957627996,1559.6549685515424,1349.3048941441175,1431.852879273503,1608.717523400272,1409.2044815589643,1504.3919286956723,1561.852440951258,152
Charleston,32,23,9,1504.3258561155055,1504.3258561155046,1522.9975024135033,1507.9222533711757,1392.6350224598266,1545.3056005241465,1507.9324718935675,1451.9216218756624,1530.316214880474,1621.4983098585249,153
UTEP,30,15,15,1503.1297995446168,1503.129799544616,1501.7359385232778,1499.1686477466426,1407.2363469318657,1568.5315366015357,1468.7095006761983,1703.1152308235603,1415.7632459527597,1392.2523583770653,154
Miami OH,32,23,9,1501.649519431522,1501.6495194315212,1583.6085318109147,1488.8520632918928,1441.8402692941902,1397.5941988964155,1434.2576888613144,1583.9533263289313,1492.2014334127362,1490.0433760379112,155
Nebraska Omaha,33,20,13,1499.9307684577313,1499.9307684577304,1532.5664755160801,1558.3348258041142,1492.6019702287008,1530.651806434576,1440.9463583178365,1398.7563773321358,1600.056696863413,1424.7843423940367,156
Western Kentucky,30,15,15,1499.5471661241904,1499.5471661241895,1464.6248132851747,1569.1609381347378,1337.6579039435785,1480.7183207235762,1614.0173159840838,1460.8264538983806,1541.5180089373416,1405.69178945649,157
Bryant,33,21,12,1499.235028365812,1499.235028365811,1459.9214915318182,1536.895822367591,1569.4333758024795,1448.847199413507,1575.26968030575,1444.3751437217445,1429.2301979343317,1540.1923099436217,158
San Jose St.,33,13,20,1497.4017860152446,1497.4017860152437,1501.9227118059605,1520.683104955852,1468.9611208347421,1464.355084262097,1503.4753345068625,1466.1467346346253,1440.845739663626,1615.8267359165566,159
Montana,32,22,10,1496.9685784488413,1496.9685784488404,1630.3809801892348,1528.152628788369,1354.872274765081,1507.60628317611,1461.686343015503,1420.0966468846866,1540.671717842973,1494.9330049821451,160
Illinois Chicago,29,15,14,1496.8284261606477,1496.8284261606468,1516.7041475889303,1488.9619740658536,1528.2739898142086,1533.8287095084497,1496.6934054808128,1430.0756801335117,1527.6602698069244,1543.4910433561183,161
UC Riverside,32,19,13,1495.5847576472509,1495.58475764725,1475.4539826601606,1559.462555138194,1595.0984035457236,1411.3787302081694,1504.0807309748143,1372.0140123956974,1527.5187250883748,1506.5823138345017,162
Temple,31,16,15,1495.04072925822,1495.040729258219,1477.5589577518906,1557.8056752545358,1541.6394428636756,1726.6243629503085,1477.6786967474459,1414.73730075857,1454.5640113067006,1471.9111015256517,163
Towson,32,21,11,1492.4754430819723,1492.4754430819714,1408.5387365568665,1592.5163608844723,1629.195334846306,1435.467009750129,1480.9089579664874,1497.9687146015413,1548.5465799948738,1532.4944036063325,164
Lamar,30,17,13,1491.8025639452328,1491.802563945232,1389.6437800751935,1472.3768044006547,1633.695407512263,1387.413221859085,1577.6348692397498,1531.1207412722097,1484.1509256514455,1448.5399531485293,165
Nicholls St.,30,17,13,1491.6739831440848,1491.6739831440839,1417.4786716535014,1670.2404180774688,1502.1523424884988,1485.9701791701573,1546.8934924858245,1473.197925065668,1504.3327962365345,1401.537170638111,166
Cleveland St.,33,20,13,1491.2476969724369,1491.247696972436,1415.0237125103877,1462.9054412887413,1619.350207351397,1456.0126144375804,1453.5660247627263,1731.0887542983933,1394.180723537575,1376.230538377393,167
Winthrop,31,20,11,1489.7405016612256,1489.7405016612247,1533.3364878734278,1464.440167020904,1535.0214803400686,1725.635306080638,1471.8218784375806,1526.6864160922132,1466.550314729422,1477.9621683712512,168
Cal Baptist,32,17,15,1488.4794836500973,1488.4794836500964,1421.2466763440477,1507.1585916169738,1598.6578285678786,1407.4836126883538,1476.5505262042423,1469.6506944191985,1533.7112987462567,1536.2894526999457,169
James Madison,30,18,12,1487.3596319368532,1487.3596319368523,1501.8355728019035,1531.6147889455835,1558.267418248808,1449.4592255798752,1453.7108554937947,1412.5973832897057,1545.1765666539043,1494.51888628109,170
Miami FL,31,7,24,1484.2996862842524,1484.2996862842515,1584.351109841974,1572.180466083946,1495.924903413235,1415.8011758441103,1354.1586520587282,1390.1964051160085,1491.3916296462194,1611.1657067248298,171
East Carolina,31,17,14,1483.009540238196,1483.009540238195,1416.209039044153,1548.869240801403,1580.839339507291,1537.4324405669904,1443.9335161465583,1525.945572925007,1462.1099269692165,1574.161237737111,172
Radford,31,18,13,1481.9399786700567,1481.9399786700558,1475.257787455001,1471.4133444362387,1598.4475895625344,1630.7942736918571,1503.6995145923647,1453.0827184259765,1485.0891520631776,1479.0974037064534,173
Wyoming,31,11,20,1480.1295525686833,1480.1295525686824,1508.7676682142871,1407.4336906306978,1530.9240409179708,1454.1280093656112,1525.511582458957,1466.1258797717933,1558.6459875153046,1399.9098427459649,174
Norfolk St.,32,21,11,1478.354373681178,1478.354373681177,1498.6661938112472,1496.8567772464928,1503.157281683038,1545.9085504840168,1469.2701514866421,1545.4089556066074,1399.3922947814206,1479.0946182173107,175
Cal Poly,34,15,19,1478.324542938308,1478.324542938307,1645.598349227948,1334.862287211019,1480.039233455265,1366.4422998589666,1419.4645913823579,1546.9341858153668,1433.217176037013,1547.2645546169917,176
Montana St.,32,14,18,1477.7993403755104,1477.7993403755095,1530.8972515630185,1593.090077254081,1305.9597237401388,1422.2607018273643,1559.854345533596,1391.0418062730166,1536.0016461253592,1510.73878839985,177
Marshall,31,18,13,1477.5999646640385,1477.5999646640375,1459.4859706745165,1467.4671518639595,1574.1183531298948,1523.8957740340898,1503.5166495261822,1478.1570607739802,1532.9030098976357,1349.2844963396292,178
Oakland,33,15,18,1476.4552375784413,1476.4552375784403,1454.2072467240016,1470.1034464655563,1633.4805363373641,1481.3970965418102,1484.0563637103594,1469.5132803130657,1451.8838961771721,1619.0666073652371,179
Seton Hall,32,7,25,1475.571146922325,1475.571146922324,1393.1574264151398,1403.5149375369622,1567.1895712701116,1510.4268762738673,1440.333605767415,1766.3311736216322,1495.300147785471,1362.9010660147967,180
Sam Houston St.,29,10,19,1474.073732015997,1474.073732015996,1564.2536614117707,1466.51408509844,1531.0400377216831,1542.3570284687942,1445.5051708778371,1493.1915460084374,1436.9286811036523,1518.4764798495207,181
Appalachian St.,29,15,14,1473.4598909202193,1473.4598909202184,1442.0375708314393,1472.2236792851331,1436.6375646058189,1499.6868689112518,1616.1610260525006,1373.2269759970472,1538.8976467213226,1681.2093404759485,182
Florida Gulf Coast,33,18,15,1473.1348130028823,1473.1348130028814,1527.18912008204,1545.9096306443987,1480.6041292309903,1323.754379683995,1506.119415474261,1355.8681763011014,1564.032009884912,1533.8820689428803,183
Boston College,31,12,19,1473.075727243418,1473.075727243417,1464.809236699042,1475.4731275205113,1500.577646236982,1498.2752064327917,1498.465100493989,1431.1847299658439,1523.657009597756,1454.0820985281007,184
Ohio,31,15,16,1471.6465994025714,1471.6465994025705,1512.7185719716801,1602.0513909450456,1334.9316465593652,1500.131521362369,1421.550025853909,1544.1257985017985,1529.953675739741,1437.0488319325511,185
Princeton,28,17,11,1469.3939535621341,1469.3939535621332,1514.4183035758717,1549.5098201612639,1381.8953982609162,1394.333163521556,1449.132730123248,1501.850220947701,1608.1372055268137,1496.3066798281752,186
Rice,31,13,18,1467.6646638412853,1467.6646638412844,1415.3857784899717,1501.8269919126683,1572.6768884227517,1661.732223216185,1550.7870114784646,1350.748280575358,1491.868978804504,1480.4465444579116,187
South Carolina St.,30,17,13,1466.3630863181093,1466.3630863181083,1427.7616210594674,1418.0526450711739,1591.5372360335946,1632.660695738759,1464.2293962736014,1707.0392071128017,1440.7574076654407,1290.4280269528635,188
UTSA,29,10,19,1465.3085896763248,1465.308589676324,1483.0404318908174,1578.798521619911,1390.5049808013407,1463.1263407253819,1404.6449814235034,1688.3251206508487,1388.0321167933557,1348.4555790104218,189
Southeastern Louisiana,30,16,14,1465.2874032256375,1465.2874032256366,1425.7096897560982,1528.066591388494,1509.9513126286665,1510.140833525987,1451.7779998030242,1569.381958863868,1548.6760837144864,1402.4753928750697,190
Southern Illinois,31,12,19,1464.749748986815,1464.749748986814,1523.2064564593277,1426.4964269285458,1548.2728734899915,1517.4594488697353,1495.303760417723,1400.800974335734,1519.2004478246015,1497.0879769467615,191
Eastern Kentucky,30,16,14,1464.3542085408799,1464.354208540879,1432.4667585363334,1643.3035398469865,1554.016030065484,1388.234297581848,1436.9066184035178,1532.9675500785286,1385.6694373485527,1489.787651877498,192
South Florida,31,12,19,1463.2863476621046,1463.2863476621037,1457.5414096010718,1530.1798499370313,1410.791262709636,1548.1197609670753,1531.094658986407,1573.0566175923543,1406.1826368561333,1476.0788862135967,193
Drexel,32,17,15,1462.6778600607183,1462.6778600607174,1500.377809589194,1409.1990383561206,1561.2435539202124,1349.5191007112376,1557.844666937341,1376.390437745146,1460.0547251052258,1585.7997238566682,194
Idaho St.,27,12,15,1458.9735729231018,1458.9735729231008,1391.2873378472784,1519.431650151246,1764.7778383512095,1476.6366592414445,1406.1611716852124,1522.9550838357602,1566.2936088699946,1506.9609103553782,195
Youngstown St.,32,19,13,1458.6263374162977,1458.6263374162968,1397.8665098151844,1508.5927374699168,1466.2157500051626,1547.142734886064,1516.4546519984076,1550.9146524734008,1470.654895645355,1446.915790599859,196
Central Connecticut,30,23,7,1457.3074753570606,1457.3074753570597,1477.3509248278253,1473.259055667803,1341.3393435535963,1343.3985929996668,1542.1703240789243,1489.471290242545,1526.257625348085,1704.227207290237,197
Texas St.,30,14,16,1455.6945615907487,1455.6945615907478,1486.9776257043575,1466.0181632916592,1621.5023043643143,1558.3542475734193,1464.5245776031581,1440.2250854352662,1486.8926157204983,1332.5560348473002,198
Indiana St.,30,12,18,1454.9546557789906,1454.9546557789897,1610.0757929820752,1399.1228458774963,1422.1565087647434,1532.3262537956457,1423.7600576216885,1421.0041027082568,1541.342117075649,1418.1676267439416,199
Jacksonville,31,17,14,1454.9391483810753,1454.9391483810743,1443.8398545498048,1371.4939145611156,1634.2290195580836,1436.6448933635381,1477.8569495808295,1603.3141003098378,1477.6175805550763,1436.080620961699,200
Elon,31,15,16,1454.6323297002798,1454.632329700279,1468.086981225852,1380.507637788872,1664.8885135816265,1600.1765966200023,1550.785910787609,1307.572027328443,1422.4931986141253,1628.7438290836735,201
Portland St.,29,16,13,1453.5045929095636,1453.5045929095627,1431.5029968392857,1413.9923810003274,1637.6335714783008,1450.8377839171224,1527.0056002135152,1577.2058763942875,1476.6691005453636,1453.5544101520802,202
Southeast Missouri St.,30,18,12,1453.2743313548733,1453.2743313548724,1495.8820792503677,1590.0201304960788,1296.4660571592158,1404.766823498652,1540.3676069074652,1551.7005969102036,1510.7363132901623,1318.4390109271617,203
Valparaiso,32,13,19,1452.7510225721364,1452.7510225721355,1410.3431119734093,1657.6462419675477,1428.6215015154573,1496.5904889402975,1446.460410088319,1469.4051884067474,1508.109601942054,1461.9681677869075,204
Merrimack,33,18,15,1450.9419313970798,1450.9419313970789,1416.8837439179706,1642.5137979278434,1246.3312509853372,1365.013031030934,1571.4329608029354,1758.8802315666026,1244.4575331131427,1504.6136014550716,205
Dartmouth,26,12,14,1447.0218680456485,1447.0218680456476,1450.2487216900738,1491.249763675875,1305.416652027071,1488.8123408482575,1565.0895625258393,1317.2222221069408,1581.770449008427,1636.6233909907685,206
Northeastern,32,17,15,1444.9564581969814,1444.9564581969805,1488.9148806959338,1415.8119984338566,1532.5776113215545,1422.6912038841454,1463.224182275137,1537.5279381725918,1442.2124421283506,1514.7392664869928,207
Pepperdine,34,12,22,1444.2313656640113,1444.2313656640104,1496.3707144752943,1518.7484824443777,1477.8887573280062,1492.480294610039,1482.1370335974218,1390.1778348375622,1514.8345462444915,1597.500360251744,208
Longwood,29,15,14,1444.0328808573854,1444.0328808573845,1465.3892983561693,1445.3013835241254,1511.9100114662733,1707.1860773249498,1323.843595075023,1635.2193929930081,1547.3561865297222,1448.3140147355264,209
Central Michigan,27,10,17,1442.9114083635022,1442.9114083635013,1424.4630109536913,1510.1845056633413,1572.5834111813344,1535.4167706436845,1417.470970708972,1577.467853688498,1496.4319286104148,1533.197843757906,210
UNC Asheville,28,17,11,1441.855908500667,1441.8559085006661,1495.096811184128,1579.5195467009082,1501.7366334213928,1514.1387941449432,1427.7137592419049,1509.2888350798644,1388.2014862954568,1457.377746167266,211
Massachusetts,31,11,20,1441.7560122246475,1441.7560122246466,1345.0495746368438,1541.002101921503,1621.3052637880155,1553.6919544374925,1520.3406274430145,1504.9056327285018,1427.4375882316726,1448.770298177341,212
Queens,33,18,15,1439.9663838787808,1439.9663838787799,1530.1051761625379,1427.0821908023331,1535.6151146070558,1549.4163343400078,1449.7530836178125,1463.558901339738,1480.9017668338272,1504.114517725321,213
Hofstra,31,13,18,1439.0597840751966,1439.0597840751957,1418.8534072891234,1484.8923657464106,1364.2429054856457,1358.5258762461433,1595.2256805246413,1452.322703980546,1548.275386933103,1432.742123049548,214
Hawaii,29,13,16,1438.305258066442,1438.3052580664412,1495.0028226072836,1335.176005026517,1540.8645995295144,1609.6532902668043,1532.2986801763607,1247.7057670371046,1634.6999047966128,1502.683362495017,215
Wright St.,31,13,18,1438.235871237598,1438.2358712375972,1611.0416254219947,1501.3959055147106,1428.6584997532877,1383.350366884395,1411.6580744147334,1374.5528610017143,1534.0645544463932,1484.9313217758026,216
Northwestern St.,30,14,16,1437.1902573987256,1437.1902573987247,1450.3041816232828,1407.3609665250324,1566.818779471081,1461.442540094472,1504.164088262004,1526.168035631431,1463.843934051144,1487.8795188062088,217
Campbell,30,13,17,1436.9684040839302,1436.9684040839293,1448.4462039504683,1517.508284784073,1350.393438890955,1455.1488609400494,1440.2902135260158,1573.2681487940126,1520.6259101821736,1562.197179925562,218
Northern Kentucky,31,15,16,1435.9584760684083,1435.9584760684074,1419.4660192146807,1532.3656782797195,1508.5245447741506,1445.6066016888533,1415.4464236099748,1643.562498653887,1427.2645337380259,1566.8907467005706,219
Hampton,30,14,16,1435.4929624288427,1435.4929624288418,1381.9812989470288,1528.0615035135108,1600.1648009713067,1470.0221852036182,1452.1127833628248,1551.1877915530881,1521.6596114288407,1310.450441735864,220
Missouri St.,30,7,23,1435.3011727154772,1435.3011727154762,1512.098005648021,1286.8563611501513,1585.7287891739745,1522.4470883082622,1450.829470750682,1581.876440086911,1505.3521679668456,1420.302288259156,221
La Salle,32,13,19,1435.106145306918,1435.1061453069171,1381.3862582977556,1569.2858093676987,1518.0474657493555,1516.9283749665688,1464.4800080043635,1473.2630001856664,1491.2765761773276,1578.6026201514126,222
Quinnipiac,32,19,13,1434.9590136410277,1434.9590136410268,1403.9142160668152,1478.0835928512606,1541.298956387458,1470.144202063634,1479.7905297647587,1466.3551564062684,1573.9561089984602,1530.7944896083668,223
Brown,26,13,13,1432.762753085189,1432.762753085188,1486.6193420971078,1440.6685671878645,1509.052271771425,1473.5215309012644,1560.4808179406248,1425.5296101338436,1394.0748373584915,1537.531936793611,224
Incarnate Word,32,15,17,1432.1491415045725,1432.1491415045716,1485.6255050398895,1512.8339285307459,1608.7535367963912,1407.1618386329046,1427.6495690445774,1497.354249094337,1470.8762345041607,1403.9553734582405,225
Bucknell,33,18,15,1431.3750580081721,1431.3750580081712,1547.3420054354535,1381.7688206998992,1388.453512307876,1586.434050166095,1503.7584861402117,1484.6753089115448,1474.6273534106492,1411.2175393882112,226
UMKC,29,9,20,1428.6427446832872,1428.6427446832863,1396.707415496818,1372.4637361684418,1606.5357263501085,1452.3372333957705,1516.5072151322604,1518.3832878852893,1464.5337008660858,1459.7515262151983,227
Maine,32,18,14,1428.0527018098383,1428.0527018098373,1489.4185069180232,1516.494503892415,1252.1570152048082,1434.283355739376,1495.8794568175829,1695.1857008495901,1367.7115963814738,1541.0290152596722,228
SIU Edwardsville,31,19,12,1428.046553357089,1428.046553357088,1418.3242554782157,1493.442162509032,1502.8581144346597,1473.741290124678,1558.7743382691433,1471.7368610464207,1457.8504493242592,1479.033699208892,229
South Dakota,30,16,14,1426.5489888157067,1426.5489888157058,1428.5123147869356,1656.4038822019618,1536.4134760499635,1690.9705128772496,1400.0194145084097,1506.476816009633,1336.8792647779608,1431.3964962799892,230
Southern,29,17,12,1426.0488616708685,1426.0488616708676,1367.387487507714,1488.1127606793505,1562.6234726991763,1563.5044620730134,1494.0695997016103,1681.7066869924158,1491.8296465701096,1350.7308943296157,231
UT Arlington,29,11,18,1423.6869975640489,1423.686997564048,1536.1063911246406,1435.5814215420132,1582.5003448038772,1560.159980439899,1468.9262481529145,1412.064336343131,1439.7895747579025,1517.8729587274406,232
Abilene Christian,29,13,16,1421.6362536317774,1421.6362536317765,1391.3394369735074,1357.4602909954822,1521.799529357348,1551.3843127825553,1449.3987117268127,1768.0996274473425,1494.828804305073,1206.20764572119,233
Fordham,32,11,21,1420.6885082412396,1420.6885082412387,1454.2688483462007,1455.3393828222813,1539.6750726134107,1511.9062751021443,1440.2705354369775,1462.8209698382354,1461.4541826837235,1423.86766522415,234
Delaware,34,14,20,1420.5457625534334,1420.5457625534325,1609.1035763446623,1527.9977625222723,1279.5915949801238,1448.3653030018193,1403.7897405949793,1406.3340380818945,1462.965897426236,1499.630922171826,235
UT Rio Grande Valley,27,12,15,1419.8972207288507,1419.8972207288498,1510.7565583121384,1420.1481453633023,1506.9481304683218,1308.4640181219343,1459.0732980308082,1509.3030660370189,1409.9827269243574,1539.1856460687245,236
William & Mary,30,15,15,1419.5406924513477,1419.5406924513468,1575.495597883408,1438.5302752509322,1381.024152308676,1550.38719170212,1387.73799639011,1505.4945783019089,1504.7585018702391,1462.1637429786601,237
Toledo,32,17,15,1417.9944917488738,1417.9944917488729,1450.4743174681334,1682.7344075439382,1512.281975970609,1521.1047936673997,1311.1102090996421,1438.7504080738056,1457.1970440791704,1607.4865982379174,238
Little Rock,31,17,14,1417.571709510932,1417.571709510931,1439.8104497296333,1344.7417536938733,1486.623948922428,1394.1525216692241,1560.9349695007058,1690.5752213916503,1316.6193613556172,1414.5210098268878,239
Presbyterian,30,11,19,1417.0157038725802,1417.0157038725793,1474.1363468327322,1514.6678068541896,1489.0048557573407,1460.8138095290628,1427.0001713607721,1502.8393703991158,1478.006990451118,1474.5373681694266,240
Cal St. Bakersfield,31,12,19,1416.6469290867358,1416.6469290867349,1429.417931423183,1397.209184928402,1665.8491132255417,1544.6540613766983,1397.4732870033747,1510.1175227071546,1489.1202519217704,1264.8290087710961,241
Northern Arizona,30,14,16,1416.317860848778,1416.3178608487772,1437.727487559411,1559.556893586187,1566.2969242711567,1374.6237378786232,1408.9963284215237,1376.8796421591005,1630.3865774082117,1476.0802978249408,242
UC Davis,30,13,17,1412.0949503868437,1412.0949503868428,1356.1931495340605,1367.3964965740647,1473.156367562869,1583.7522124855705,1549.2351482499125,1648.8680067348853,1412.2979740011515,1402.3540988560749,243
Charlotte,32,10,22,1407.0050764298712,1407.0050764298703,1420.2854590977502,1572.100824817909,1372.9411251024897,1673.0910900991244,1384.5800504424526,1397.4305110615892,1524.0147834533814,1482.1400895951317,244
Richmond,30,8,22,1405.7453231877657,1405.7453231877648,1458.5273657637276,1582.2874633422332,1225.768115796679,1470.783332302543,1471.788209542395,1427.0310569306978,1538.2655191698334,1462.6094876461775,245
Evansville,31,10,21,1403.0554218902125,1403.0554218902116,1435.0277854586386,1459.8739728081587,1326.7231946833085,1447.729840818973,1565.1507957294682,1470.1666301721173,1489.6414192770455,1512.278554155751,246
FIU,31,8,23,1401.3453381314177,1401.3453381314168,1382.8618136942118,1332.0009496260514,1543.652690731822,1538.5373262731225,1483.443678781708,1647.2449240428061,1489.356555463736,1429.565318671475,247
Siena,32,14,18,1400.6188029220643,1400.6188029220634,1412.7006682908432,1490.8925670938931,1437.3210573567853,1583.8928041734407,1441.6470965128892,1489.673359465098,1458.4453675898149,1465.099174079058,248
Manhattan,30,16,14,1400.335182908977,1400.335182908976,1459.0409348072988,1538.9450694928291,1531.709297510898,1451.7297317477141,1421.3476954185683,1363.9850825761828,1400.4379523969696,1576.9842755632492,249
Colgate,32,13,19,1397.805705924168,1397.8057059241671,1568.3261476156104,1479.5559988917096,1337.1791017748797,1337.825404622447,1415.9334659388694,1431.0443766542796,1513.837001779714,1599.0351551750925,250
Tennessee St.,30,14,16,1396.9497206463152,1396.9497206463143,1498.8822450816551,1323.0401792128914,1558.495233809751,1600.0120061520106,1494.3044537112594,1482.7539185713201,1447.589099027672,1355.2131957709064,251
Fresno St.,32,6,26,1396.874127288153,1396.874127288152,1377.7807389192128,1507.941960262664,1457.4840185219819,1533.39589345152,1454.8806425754583,1537.311272080335,1395.474840485207,1681.7680294037652,252
Mount St. Mary's,35,22,13,1396.1109127253496,1396.1109127253487,1480.1250567804216,1315.328890978849,1491.1085974463545,1446.9235391192487,1514.8417487241736,1396.4051205477633,1528.9717105985642,1566.7275279774512,253
North Dakota,30,9,21,1395.714193959763,1395.714193959762,1447.6802530267782,1486.919950114518,1627.3602244881642,1474.682199031639,1354.223765560699,1411.9214315162035,1513.1205382455876,1511.6588055190446,254
Tulsa,31,11,20,1395.549433894459,1395.5494338944582,1439.280322786757,1516.0880564040685,1386.076162609049,1494.0451763357562,1500.5165712954795,1360.7697897255607,1468.6109937644023,1548.166163597938,255
UMass Lowell,29,14,15,1394.7807575876832,1394.7807575876823,1597.152069900825,1451.8044109553853,1356.6474425866045,1471.5553919032025,1422.4701504757377,1356.5573699356148,1414.016465297731,1598.4587725636661,256
Harvard,26,11,15,1393.1839352049408,1393.1839352049399,1489.8437859294766,1423.9461063836468,1380.2793261440363,1389.0652705171856,1461.1560663375567,1509.847524290445,1444.0217221193673,1613.9231351196847,257
American,33,20,13,1392.4580501364187,1392.4580501364178,1496.6385115863761,1473.052426941357,1323.906450644625,1460.3560237014017,1437.1584752135502,1500.6560875145929,1481.698419351338,1456.3595353897008,258
Vermont,31,19,12,1391.8280320603797,1391.8280320603787,1418.7989393651217,1484.5344791060413,1327.0925954288302,1453.5486842615069,1536.679921350708,1416.4964538886409,1538.8086876453326,1552.2199156784263,259
Monmouth,33,13,20,1391.2457389202684,1391.2457389202675,1390.6126671751458,1528.7722919854853,1502.3706809555147,1582.6396151477973,1478.8700688995739,1485.95141415823,1356.4819735609387,1441.4071647042144,260
Georgia Southern,32,16,16,1391.0409184837554,1391.0409184837545,1462.137911143064,1364.1621172241528,1588.6102570301148,1362.4251712998182,1477.146009645331,1529.351889533434,1442.017945271482,1322.2122934058802,261
Gardner Webb,31,11,20,1389.7498495241612,1389.7498495241603,1482.3942460598453,1322.182817355828,1590.6994244118582,1542.8789681217042,1460.5779717537305,1371.3737549771581,1510.1033181716055,1493.8031564241305,262
Stephen F. Austin,28,11,17,1388.1480172584309,1388.14801725843,1366.221439882453,1313.2716738993417,1620.841803313967,1458.1425326273134,1511.3030966712522,1636.9856000757527,1438.6277060175698,1453.548001152339,263
Mercer,31,12,19,1387.5330930130797,1387.5330930130788,1409.9488344196716,1505.6658248381682,1465.2095906528123,1416.1270254522262,1504.9527639215776,1453.2012315701054,1518.8603194064037,1481.8795058029839,264
Idaho,31,12,19,1387.2633208264444,1387.2633208264435,1506.9471518048094,1464.21224769601,1514.391690799767,1472.5329285304222,1400.2251684096018,1366.1080548000489,1466.853526560794,1428.5266290125535,265
Georgia St.,32,13,19,1384.4028341431585,1384.4028341431576,1492.3573061048965,1471.0000831787036,1576.9386674180873,1482.5834650853324,1448.1187799326324,1291.559171653471,1474.1258120822513,1611.2914790564914,266
Houston Christian,30,10,20,1383.4737057924706,1383.4737057924697,1443.6344913450655,1503.1747061709746,1384.732270998478,1434.4610938099288,1423.6913826103914,1517.9537070436354,1485.7920850880953,1531.6374268465433,267
North Florida,30,13,17,1383.348460771801,1383.3484607718,1542.6424877927384,1590.710716054585,1445.0017574917474,1372.9279874242866,1391.312796799819,1399.5175937014085,1379.4531022069323,1512.9564976233169,268
